,ci_test_results,z_test_results,z_test_p_values,mean_diff
9035,True,False,0.122,3.8
9036,True,False,0.2943,-1.7
9037,True,False,0.4896,1.0
9038,False,True,0.0027,-6.6
9039,True,False,0.9759,0.0
9040,False,True,0.0,-27.3
9041,False,True,0.0017,-16.2
9042,True,False,0.1775,2.9
9043,True,False,0.0795,3.6
9044,False,True,0.0,-278.7
9045,False,True,0.0008,-3.9
9046,False,True,0.0004,-3.6
9047,True,False,0.2274,1.7
9048,False,True,0.0,-22.7
9049,False,True,0.0059,-6.1
9050,False,True,0.0,-5.0
9051,False,True,0.0005,2.4
9052,True,True,0.0411,-1.0
9053,True,False,0.1647,1.0
9054,True,False,0.4897,-0.8
9055,True,False,0.3611,0.7
9056,True,False,0.2286,0.4
9057,True,False,0.4147,1.1
9058,True,False,0.8968,0.3
9059,True,False,0.321,-1.1
9060,True,False,0.2643,-0.8
9061,False,True,0.0004,-0.8
9062,True,False,0.5152,-0.3
9063,False,True,0.0011,-5.0
9064,True,False,0.6263,-0.3
9065,False,True,0.0052,-29.8
9066,True,True,0.0218,-2.7
9067,False,True,0.0,-55.7
9068,True,False,0.9191,0.1
9069,False,True,0.0,-5.7
9070,True,True,0.007,-2.4
9071,False,True,0.0,-18.1
9072,True,False,0.9168,-0.1
9073,True,False,0.1582,-6.2
9074,True,False,0.5348,2.5
9075,True,False,0.0854,-0.7
9076,True,False,0.5866,-1.0
9077,True,False,0.8997,-0.3
9078,True,False,0.4504,0.8
9079,False,True,0.0,-11.2
9080,True,False,0.2662,1.8
9081,False,True,0.0,-14.3
9082,True,False,0.2348,0.6
9083,False,True,0.0008,107.1
9084,False,True,0.0,-42.9
9085,True,False,0.0793,2.3
9086,True,False,0.0531,2.6
9087,False,True,0.0,-10.8
9088,True,False,0.0646,1.0
9089,True,False,0.694,-2.5
9090,True,False,0.9061,0.1
9091,False,True,0.0015,-3.8
9092,True,False,0.3527,0.7
9093,True,False,0.3268,-1.8
9094,True,False,0.2369,1.5
9095,True,False,0.4091,2.3
9096,True,False,0.1312,2.1
9097,False,True,0.0,-8.5
9098,True,False,0.4627,-0.8
9099,True,False,0.6681,-0.4
9100,True,False,0.0787,-3.1
9101,True,False,0.3784,1.6
9102,True,False,0.1617,-2.2
9103,True,False,0.4183,-0.1
9104,True,False,0.4469,1.0
9105,True,False,0.7607,0.4
9106,True,False,0.5606,-0.4
9107,True,False,0.0616,1.1
9108,False,True,0.0,-54.1
9109,False,True,0.0005,-3.1
9110,True,False,0.831,0.4
9111,True,False,0.8518,-0.3
9112,True,False,0.3068,-1.8
9113,True,False,0.3991,0.3
9114,True,False,0.693,0.4
9115,True,False,0.1472,1.9
9116,True,False,0.1735,1.7
9117,True,False,0.0734,1.7
9118,True,False,0.2303,1.9
9119,True,False,0.8486,-0.2
9120,True,False,0.4569,0.5
9121,True,False,0.9296,0.2
9122,True,False,0.7536,0.3
9123,True,False,0.8989,0.2
9124,False,True,0.0,-2.4
9125,True,True,0.023,-3.9
9126,True,False,0.2272,2.6
9127,True,False,0.7305,-0.1
9128,False,True,0.0,-15.1
9129,True,False,0.4084,-1.7
9130,True,False,0.484,-1.0
9131,True,False,0.1223,2.5
9132,True,True,0.0181,-7.8
9133,False,True,0.0,-649.3
9134,True,False,0.6535,-0.5
9135,True,False,0.122,2.6
9136,True,False,0.07,10.0
9137,True,False,0.1257,2.8
9138,True,False,0.3306,0.8
9139,True,False,0.2921,-1.2
9140,False,True,0.0034,2.3
9141,True,False,0.6104,-0.3
9142,False,True,0.0035,969.8
9143,True,False,0.5023,-0.8
9144,False,True,0.0,-7.7
9145,True,False,0.8289,-0.4
9146,True,False,0.1742,2.3
9147,False,True,0.0,-9.7
9148,True,True,0.0359,-3.1
9149,True,False,0.6254,0.3
9150,True,False,0.5009,-1.8
9151,True,False,0.3351,-13.0
9152,False,True,0.0001,-6.7
9153,True,False,0.8489,0.3
9154,True,False,0.3714,3.2
9155,True,False,0.1854,3.7
9156,False,True,0.0,-6.7
9157,True,False,0.4307,1.1
9158,True,True,0.0446,4.0
9159,True,False,0.4066,-0.6
9160,True,False,0.3868,0.3
9161,True,False,0.7494,0.4
9162,True,False,0.2889,2.5
9163,False,True,0.0,-26.9
9164,True,False,0.7119,0.4
9165,True,False,0.9432,-0.1
9166,True,False,0.4491,1.1
9167,True,False,0.1547,2.9
9168,False,True,0.0,-8.5
9169,False,True,0.0047,11.5
9170,True,False,0.6226,-1.0
9171,True,False,0.6661,0.5
9172,True,True,0.0192,-3.0
9173,True,False,0.3284,-0.6
9174,True,False,0.6072,0.5
9175,True,False,0.391,10.4
9176,True,False,0.1863,-0.7
9177,True,False,0.3033,1.1
9178,True,False,0.9524,0.5
9179,True,False,0.2025,1.7
9180,True,False,0.4233,1.1
9181,True,False,0.1435,-1.7
9182,True,False,0.106,-13.1
9183,True,False,0.9563,-0.0
9184,True,False,0.2075,0.9
9185,True,False,0.4435,1.1
9186,True,False,0.5928,1.4
9187,True,False,0.5235,1.9
9188,True,False,0.9317,0.1
9189,False,True,0.0,212.7
9190,False,True,0.0053,4.7
9191,True,False,0.3835,-4.8
9192,True,False,0.9109,0.2
9193,True,False,0.6771,0.3
9194,True,False,0.8817,-0.3
9195,True,False,0.4971,1.0
9196,True,False,0.1455,-1.7
9197,True,False,0.2789,2.3
9198,False,True,0.0,516.3
9199,True,False,0.3798,-1.4
9200,True,False,0.6556,1.0
9201,True,False,0.73,0.4
9202,True,False,0.2187,2.0
9203,True,False,0.4074,1.7
9204,True,False,0.8883,-0.1
9205,True,False,0.1994,-0.5
9206,True,False,0.5903,1.2
9207,True,False,0.9539,-0.1
9208,False,True,0.0,13.2
9209,True,False,0.2246,5.9
9210,True,False,0.2422,-0.7
9211,False,True,0.0,-21.7
9212,True,True,0.0186,5.4
9213,False,True,0.0,-12.0
9214,True,False,0.2017,2.3
9215,True,False,0.1161,-3.1
9216,False,True,0.0,-17.6
9217,False,True,0.0,-2.9
9218,True,False,0.1759,-1.1
9219,True,False,0.3556,-0.8
9220,True,False,0.0729,1.4
9221,True,False,0.4576,-0.8
9222,True,False,0.2248,2.0
9223,True,False,0.6912,0.3
9224,False,True,0.0008,3.4
9225,False,True,0.0001,-4.3
9226,True,True,0.0283,-5.3
9227,True,False,0.3168,1.0
9228,False,True,0.0005,8.6
9229,True,False,0.2724,0.6
9230,True,False,0.32,420.5
9231,True,False,0.3012,-1.5
9232,True,False,0.3217,2.0
9233,False,True,0.0021,-7.5
9234,True,False,0.2903,1.4
9235,True,True,0.0311,-2.4
9236,True,False,0.3802,0.5
9237,False,True,0.0007,-8.3
9238,False,True,0.0,17.0
9239,True,False,0.7873,-0.4
9240,True,False,0.2948,0.8
9241,True,False,0.5093,-9.7
9242,True,False,0.7335,-0.6
9243,False,True,0.0002,7.3
9244,True,False,0.3944,-0.4
9245,True,False,0.9068,0.1
9246,True,False,0.6287,-3.5
9247,True,True,0.0262,-2.4
9248,True,False,0.173,0.4
9249,True,False,0.3598,-21.4
9250,True,False,0.3354,0.5
9251,True,False,0.8478,-0.3
9252,True,False,0.3124,-2.1
9253,True,False,0.7843,-0.5
9254,True,True,0.0497,-2.6
9255,True,False,0.8715,-0.1
9256,True,False,0.1901,-0.5
9257,True,True,0.0423,-22.0
9258,False,True,0.0,-9.6
9259,True,False,0.0634,2.4
9260,False,True,0.0,-4.8
9261,True,False,0.1048,2.7
9262,True,False,0.4657,-1.4
9263,True,False,0.0929,1.7
9264,True,False,0.6312,-0.8
9265,True,False,0.2076,-1.6
9266,True,True,0.0361,2.8
9267,False,True,0.0002,-14.0
9268,True,False,0.2679,-1.6
9269,True,False,0.6569,-0.1
9270,True,False,0.1355,-1.2
9271,True,False,0.6129,0.4
9272,True,False,0.3151,1.5
9273,True,False,0.4613,-0.8
9274,True,True,0.0086,-7.5
9275,True,False,0.8176,-0.4
9276,True,False,0.1111,-2.6
9277,False,True,0.0,-9.0
9278,True,False,0.1197,-1.6
9279,False,True,0.0045,5.9
9280,True,False,0.6291,1.3
9281,True,False,0.8455,0.3
9282,True,False,0.4266,1.7
9283,True,False,0.9547,0.1
9284,False,True,0.0,-16.3
9285,True,False,0.2495,-3.0
9286,True,False,0.9254,0.2
9287,True,False,0.9195,-0.1
9288,True,False,0.38,2.0
9289,False,True,0.0,898.7
9290,True,False,0.2982,1.4
9291,True,False,0.4851,-0.8
9292,False,True,0.0,-14.1
9293,False,True,0.0,-107.3
9294,True,False,0.1307,-4.0
9295,True,False,0.8807,-0.3
9296,True,False,0.1246,-1.3
9297,True,False,0.1355,4.0
9298,True,False,0.7314,-0.4
9299,True,False,0.0583,-2.8
9300,True,False,0.0781,-2.8
9301,False,True,0.0,-20.1
9302,True,False,0.2101,2.7
9303,True,False,0.2869,-1.7
9304,True,False,0.6448,-0.7
9305,True,False,0.7007,-0.4
9306,True,False,0.3727,1.3
9307,True,True,0.0173,10.3
9308,True,False,0.4053,1.3
9309,True,True,0.0348,-2.1
9310,True,False,0.1439,2.2
9311,False,True,0.0,2.6
9312,True,False,0.0574,7.1
9313,True,True,0.0385,-6.3
9314,False,True,0.0005,5.5
9315,True,False,0.6975,-0.7
9316,True,False,0.7634,0.6
9317,False,True,0.0,-30.2
9318,True,False,0.2268,2.2
9319,True,False,0.8772,0.1
9320,True,False,0.2385,3.4
9321,True,False,0.1144,-3.4
9322,True,False,0.4146,1.0
9323,True,False,0.5194,-5.1
9324,True,False,0.2693,-1.9
9325,False,True,0.0,-2.0
9326,True,False,0.0982,-4.5
9327,True,False,0.3771,1.2
9328,True,False,0.072,1.9
9329,True,False,0.0795,7.4
9330,True,False,0.1715,2.2
9331,False,True,0.0,-10.5
9332,True,False,0.9455,-0.1
9333,False,True,0.0,456.7
9334,True,False,0.9606,0.1
9335,False,True,0.0006,6.0
9336,True,False,0.4144,-0.6
9337,True,False,0.0989,1.3
9338,True,False,0.2735,-9.1
9339,False,True,0.0,-11.2
9340,False,True,0.0021,-9.1
9341,True,False,0.0778,-0.5
9342,True,False,0.5947,0.4
9343,True,False,0.1358,0.8
9344,True,False,0.2853,-35.1
9345,True,True,0.0195,10.5
9346,False,True,0.0,-33.5
9347,True,False,0.5274,0.9
9348,False,True,0.0024,-3.2
9349,True,False,0.8522,-0.2
9350,False,True,0.0,-4.8
9351,True,False,0.8891,0.1
9352,True,False,0.2441,2.4
9353,True,False,0.0726,3.9
9354,False,True,0.0,13.3
9355,True,False,0.4096,-0.6
9356,True,False,0.6552,-2.9
9357,True,False,0.6975,-0.6
9358,True,False,0.9787,-0.0
9359,True,False,0.5901,0.5
9360,True,False,0.4248,-1.8
9361,True,True,0.0356,-1.3
9362,False,True,0.0,-21.3
9363,True,False,0.1192,1.8
9364,False,True,0.0001,-5.8
9365,True,False,0.9333,0.1
9366,True,False,0.5699,-0.6
9367,True,False,0.5987,-0.8
9368,True,False,0.0521,2.3
9369,True,False,0.7481,0.6
9370,True,False,0.3493,-1.9
9371,True,False,0.1148,-1.0
9372,True,False,0.1492,-1.6
9373,True,False,0.3279,-1.0
9374,True,False,0.173,-2.2
9375,True,False,0.2985,1.7
9376,True,True,0.0107,-4.6
9377,False,True,0.0001,2.3
9378,True,False,0.5232,0.6
9379,True,False,0.9251,0.1
9380,True,False,0.148,1.4
9381,True,False,0.7084,0.6
9382,True,False,0.13,1.0
9383,False,True,0.0,-14.2
9384,True,False,0.0968,2.0
9385,True,False,0.3278,-0.6
9386,True,False,0.3967,0.6
9387,True,False,0.1316,-2.5
9388,True,False,0.1456,1.4
9389,True,False,0.1971,0.9
9390,True,False,0.1984,2.8
9391,True,False,0.051,3.1
9392,True,True,0.0322,4.9
9393,True,False,0.3805,1.4
9394,True,False,0.8391,-0.3
9395,True,False,0.8077,0.3
9396,True,False,0.9355,0.0
9397,True,False,0.34,1.4
9398,True,False,0.2949,0.7
9399,True,False,0.2857,-1.0
9400,True,False,0.4148,0.7
9401,True,False,0.4404,1.3
9402,True,False,0.9098,-0.2
9403,False,True,0.0,-24.6
9404,True,False,0.5866,-0.6
9405,True,True,0.0104,-1.9
9406,True,False,0.1918,-2.4
9407,True,False,0.6199,0.8
9408,False,True,0.0,-35.1
9409,True,False,0.9416,-0.4
9410,False,True,0.0,-8.4
9411,True,False,0.1048,-1.2
9412,True,False,0.8595,-0.1
9413,False,True,0.0013,-11.5
9414,False,True,0.0,-8.3
9415,True,False,0.3172,1.4
9416,True,False,0.3446,-1.3
9417,True,False,0.6123,-0.2
9418,False,True,0.0,-5.4
9419,True,False,0.7079,0.4
9420,True,False,0.3422,1.5
9421,False,True,0.0163,-1.1
9422,True,True,0.0405,-1.9
9423,True,False,0.1147,2.1
9424,True,False,0.788,-0.6
9425,True,False,0.1405,2.1
9426,True,True,0.0118,-4.3
9427,True,False,0.4455,-0.5
9428,True,False,0.4505,0.2
9429,True,False,0.4548,-1.0
9430,True,False,0.7199,0.3
9431,False,True,0.0024,5.4
9432,True,False,0.4084,-1.3
9433,False,True,0.0,-9.1
9434,True,False,0.6819,-0.7
9435,True,False,0.4397,1.3
9436,True,False,0.0655,2.8
9437,True,False,0.0598,-0.8
9438,False,True,0.0,13.3
9439,True,True,0.0083,2.7
9440,False,True,0.0,-11.2
9441,False,True,0.0249,-3.1
9442,True,False,0.0558,2.1
9443,False,True,0.0,-10.4
9444,False,True,0.0002,-5.9
9445,True,False,0.3004,-3.5
9446,True,False,0.0777,-2.3
9447,True,False,0.141,3.9
9448,True,False,0.8619,-0.4
9449,True,False,0.3373,-1.4
9450,True,False,0.4311,1.1
9451,True,False,0.0621,1.1
9452,True,False,0.7332,-15.1
9453,True,False,0.0523,-5.0
9454,True,False,0.7327,-0.6
9455,True,False,0.2493,-1.3
9456,True,False,0.0963,-8.5
9457,True,False,0.4014,0.5
9458,True,False,0.2209,0.8
9459,False,True,0.0003,-6.6
9460,True,False,0.1664,-1.0
9461,True,False,0.7156,-0.0
9462,True,False,0.1481,-1.8
9463,True,False,0.2078,3.1
9464,True,False,0.8283,-0.3
9465,True,False,0.1179,2.6
9466,True,False,0.6616,-0.5
9467,True,False,0.251,-0.3
9468,True,False,0.8209,0.3
9469,False,True,0.0,-43.1
9470,True,False,0.8998,-0.2
9471,True,False,0.1352,-1.3
9472,True,False,0.9137,0.2
9473,False,True,0.0,-4.2
9474,True,False,0.7112,1.2
9475,False,True,0.005,-2.6
9476,False,True,0.0,-7.0
9477,False,True,0.0,-42.9
9478,True,False,0.9062,-0.1
9479,True,False,0.4601,-1.0
9480,True,False,0.6328,-0.7
9481,True,False,0.2523,2.7
9482,True,False,0.4905,0.4
9483,True,False,0.992,0.0
9484,True,False,0.5849,0.3
9485,True,True,0.0198,-4.2
9486,True,True,0.0228,-26.2
9487,False,True,0.0,-13.7
9488,True,False,0.2265,-1.0
9489,True,False,0.6512,0.8
9490,True,True,0.0213,4.1
9491,True,False,0.7331,0.5
9492,True,False,0.7162,0.3
9493,True,False,0.4739,0.3
9494,True,False,0.2601,1.9
9495,True,False,0.9513,0.1
9496,False,True,0.0032,-4.6
9497,False,True,0.0,-16.5
9498,False,True,0.0,-30.4
9499,True,False,0.0785,-4.1
9500,True,False,0.5608,0.8
9501,False,True,0.0,-25.7
9502,False,True,0.0,-7.1
9503,False,True,0.0,-8.4
9504,True,False,0.6801,0.9
9505,True,False,0.116,-2.1
9506,False,True,0.0,76.7
9507,True,False,0.6479,-0.9
9508,True,False,0.3844,12.6
9509,True,False,0.2725,1.2
9510,True,False,0.4293,0.5
9511,True,False,0.886,0.1
9512,True,False,0.8054,0.3
9513,False,True,0.0047,-4.6
9514,True,False,0.9194,-0.2
9515,False,True,0.0,-1687.6
9516,True,False,0.365,1.1
9517,True,False,0.1681,-1.2
9518,False,True,0.0,-20.8
9519,True,False,0.4047,-1.3
9520,True,False,0.585,1.0
9521,False,True,0.0,-19.3
9522,True,False,0.271,-1.2
9523,True,False,0.1845,2.0
9524,True,False,0.3874,1.6
9525,True,False,0.201,0.7
9526,True,False,0.5093,-0.8
9527,True,False,0.6503,-0.6
9528,True,False,0.0542,2.7
9529,True,False,0.3783,0.7
9530,True,False,0.7678,-0.4
9531,False,True,0.0,-50.4
9532,True,False,0.5599,0.8
9533,True,False,0.1312,1.3
9534,True,False,0.057,0.7
9535,True,False,0.764,-0.4
9536,False,True,0.0001,12.2
9537,False,True,0.0052,-3.8
9538,True,True,0.0272,14.9
9539,True,False,0.956,-0.0
9540,True,False,0.078,4.3
9541,False,True,0.0,28.2
9542,True,False,0.9968,-0.0
9543,True,False,0.9319,0.1
9544,True,False,0.97,0.0
9545,False,True,0.0,31.5
9546,True,False,0.1039,-1.5
9547,True,False,0.1405,1.9
9548,True,False,0.2979,1.9
9549,True,False,0.229,5.3
9550,True,False,0.4426,-1.2
9551,False,True,0.0,-2.6
9552,True,False,0.1428,1.7
9553,True,False,0.5448,-1.2
9554,True,False,0.3342,-2.3
9555,True,False,0.8475,-0.2
9556,True,False,0.6584,-0.8
9557,True,True,0.0111,-5.0
9558,True,True,0.0363,-4.1
9559,False,True,0.0,-7.5
9560,True,False,0.2251,1.2
9561,True,False,0.5144,-1.1
9562,True,False,0.3067,-1.0
9563,True,False,0.0769,5.5
9564,False,True,0.0001,204.3
9565,True,False,0.4058,1.0
9566,True,False,0.5904,-0.6
9567,False,True,0.0,-5.5
9568,True,False,0.5602,0.6
9569,True,False,0.0976,3.5
9570,False,True,0.0,-10.6
9571,True,False,0.3155,-0.9
9572,True,False,0.8324,-0.2
9573,True,False,0.3559,1.5
9574,True,False,0.354,2.5
9575,True,False,0.6005,0.5
9576,True,False,0.0636,-2.4
9577,False,True,0.0,-10.2
9578,True,False,0.3357,1.4
9579,True,True,0.0436,3.4
9580,True,False,0.3419,-1.4
9581,True,False,0.2696,0.9
9582,False,True,0.0,-6.4
9583,True,False,0.063,2.2
9584,True,False,0.2565,-2.2
9585,True,False,0.8326,-0.2
9586,True,False,0.8421,0.2
9587,False,True,0.001,-87.4
9588,True,False,0.4171,0.5
9589,True,True,0.0278,-4.7
9590,False,True,0.0,-36.8
9591,True,False,0.2717,1.1
9592,False,True,0.0001,-4.3
9593,True,False,0.3199,2.5
9594,False,True,0.0,-8.6
9595,True,False,0.1974,1.1
9596,True,False,0.7242,-0.6
9597,False,True,0.0002,-3.5
9598,True,False,0.0774,-2.5
9599,False,True,0.0,-10.1
9600,False,True,0.0,-25.7
9601,True,False,0.2349,2.0
9602,False,True,0.0048,-5.6
9603,False,True,0.0,-6.2
9604,True,False,0.2485,1.1
9605,True,False,0.2508,-1.3
9606,False,True,0.0,-7.0
9607,True,False,0.1757,1.3
9608,True,False,0.5973,-0.4
9609,True,False,0.1547,2.2
9610,True,False,0.7943,-0.3
9611,True,False,0.3478,-1.7
9612,True,False,0.7483,0.4
9613,False,True,0.0055,-3.8
9614,True,True,0.049,4.5
9615,True,False,0.5729,0.9
9616,True,False,0.1084,-3.6
9617,False,True,0.0,-10.3
9618,True,False,0.0841,9.4
9619,False,True,0.0,-10.1
9620,False,True,0.0,-24.4
9621,True,False,0.1113,-2.6
9622,True,False,0.9452,-0.1
9623,True,True,0.0151,-4.9
9624,True,False,0.4214,1.0
9625,True,False,0.687,-0.4
9626,True,True,0.0114,-5.2
9627,True,False,0.4168,-1.6
9628,True,False,0.4849,0.9
9629,False,True,0.0037,-2.6
9630,False,True,0.0,-276.0
9631,True,False,0.4576,3.1
9632,True,False,0.5365,-0.7
9633,False,True,0.0001,-2.9
9634,False,True,0.0002,-5.3
9635,False,True,0.0165,-1.7
9636,True,False,0.1788,0.4
9637,True,False,0.5614,-0.2
9638,True,False,0.1976,-1.7
9639,True,False,0.2781,0.6
9640,True,False,0.0617,2.0
9641,True,False,0.5479,2.5
9642,True,False,0.7588,-0.2
9643,True,False,0.1573,-13.1
9644,True,False,0.661,-0.2
9645,True,False,0.8072,-0.4
9646,True,False,0.595,-0.5
9647,False,True,0.0036,5.3
9648,True,False,0.1728,-1.4
9649,True,False,0.3935,4.1
9650,True,False,0.2159,-1.0
9651,False,True,0.0,-150.3
9652,True,False,0.1074,3.2
9653,True,False,0.0663,-2.9
9654,True,False,0.4236,1.3
9655,True,False,0.91,0.2
9656,True,False,0.3085,-1.4
9657,True,False,0.352,1.2
9658,True,False,0.7402,-0.2
9659,True,False,0.0779,-2.3
9660,True,False,0.1098,3.4
9661,True,False,0.4827,-0.9
9662,True,False,0.1863,-0.6
9663,True,False,0.6073,-0.5
9664,True,False,0.4943,1.0
9665,True,True,0.0083,12.4
9666,True,False,0.069,4.3
9667,True,True,0.0089,-5.9
9668,True,False,0.4047,0.9
9669,True,False,0.2974,0.2
9670,True,False,0.2449,-0.7
9671,True,False,0.0926,-1.0
9672,True,False,0.7826,-0.3
9673,True,False,0.884,-0.1
9674,True,False,0.289,1.9
9675,True,False,0.4836,1.0
9676,True,False,0.8066,0.4
9677,True,False,0.4584,-0.8
9678,True,False,0.7595,0.7
9679,True,False,0.1622,2.1
9680,False,True,0.0,-13.0
9681,True,False,0.2093,-3.1
9682,True,False,0.5694,0.9
9683,True,False,0.1433,7.1
9684,False,True,0.0,5.5
9685,True,False,0.7397,0.9
9686,True,False,0.1938,-2.6
9687,True,True,0.0276,1.9
9688,True,False,0.9123,-0.2
9689,True,False,0.0725,-2.9
9690,False,True,0.0,-20.5
9691,True,False,0.9558,-0.1
9692,True,False,0.0953,2.0
9693,True,False,0.4774,-1.0
9694,True,False,0.6847,0.5
9695,True,False,0.1914,1.8
9696,True,False,0.723,-22.2
9697,True,True,0.0307,9.2
9698,True,False,0.2171,-1.8
9699,True,False,0.1259,1.4
9700,True,False,0.8385,0.3
9701,True,False,0.5976,1.1
9702,False,True,0.0,-61.5
9703,True,False,0.9184,-0.2
9704,True,False,0.5018,1.1
9705,False,True,0.0041,6.3
9706,True,False,0.2609,1.9
9707,False,True,0.0,-17.1
9708,True,False,0.1432,1.0
9709,True,True,0.0257,-2.9
9710,True,True,0.0116,302.2
9711,True,False,0.5088,1.4
9712,True,True,0.0223,-5.1
9713,True,False,0.4739,0.5
9714,True,False,0.1641,3.7
9715,True,False,0.1443,0.6
9716,True,False,0.623,-1.1
9717,False,True,0.0,-5.8
9718,True,False,0.0745,2.0
9719,True,False,0.4978,-0.9
9720,True,False,0.506,0.9
9721,False,True,0.0048,-2.1
9722,False,True,0.0,-15.6
9723,True,False,0.9843,0.0
9724,True,False,0.1092,-1.4
9725,False,True,0.0023,-2.6
9726,False,True,0.0006,-4.8
9727,False,True,0.0,-15.6
9728,True,False,0.5116,-0.5
9729,True,False,0.8812,-0.3
9730,True,False,0.0912,1.9
9731,True,False,0.9351,0.1
9732,True,False,0.8786,0.5
9733,True,False,0.461,-0.9
9734,True,True,0.0214,2.1
9735,True,False,0.5303,0.6
9736,True,False,0.3055,-0.3
9737,False,True,0.0,-100.1
9738,True,False,0.6368,0.4
9739,True,False,0.34,-0.7
9740,True,False,0.8589,0.9
9741,True,False,0.2604,0.6
9742,True,False,0.1051,-1.6
9743,True,False,0.8538,-0.2
9744,True,True,0.0081,8.8
9745,True,False,0.613,-0.6
9746,True,False,0.8629,-0.2
9747,True,False,0.7788,1.6
9748,True,False,0.2255,-1.1
9749,True,False,0.3725,0.5
9750,True,False,0.3216,0.9
9751,True,False,0.5037,1.1
9752,False,True,0.0,10.9
9753,True,False,0.3637,0.8
9754,False,True,0.0,-10.5
9755,True,False,0.6368,-0.5
9756,True,False,0.4683,-0.9
9757,True,True,0.0412,6.0
9758,True,False,0.1318,-190.5
9759,True,False,0.3723,2.1
9760,True,False,0.0748,2.6
9761,True,False,0.4827,0.8
9762,True,False,0.2997,-0.6
9763,False,True,0.0,-19.2
9764,False,True,0.0003,-5.1
9765,True,False,0.4835,-1.2
9766,True,False,0.8012,0.3
9767,True,False,0.1695,-1.0
9768,True,False,0.1613,-1.8
9769,True,False,0.9131,-0.2
9770,True,False,0.249,1.5
9771,False,True,0.0014,-5.1
9772,True,False,0.2036,1.2
9773,True,False,0.3797,1.1
9774,False,True,0.0,-5.0
9775,True,False,0.7784,0.5
9776,True,False,0.0504,-11.3
9777,True,False,0.1887,2.4
9778,True,False,0.2873,-6.5
9779,True,False,0.6745,-0.5
9780,True,False,0.3542,-0.6
9781,True,False,0.2393,-1.4
9782,True,False,0.521,3.8
9783,True,False,0.9125,0.2
9784,True,False,0.8037,-0.4
9785,True,False,0.971,-0.8
9786,True,False,0.6699,-0.3
9787,True,True,0.0144,105.7
9788,True,False,0.7201,-0.2
9789,True,True,0.0084,-7.5
9790,True,False,0.4803,0.4
9791,True,False,0.904,0.2
9792,True,False,0.1648,1.1
9793,True,False,0.1269,19.5
9794,False,True,0.0,-145.6
9795,True,False,0.9417,0.0
9796,True,True,0.0093,-9.4
9797,True,False,0.2805,1.3
9798,True,False,0.6575,-1.0
9799,True,False,0.4431,1.4
9800,True,False,0.7998,-0.1
9801,False,True,0.0006,-3.9
9802,True,False,0.1819,0.6
9803,True,False,0.5054,1.1
9804,True,False,0.2067,-2.1
9805,True,False,0.2902,0.7
9806,True,False,0.0782,3.3
9807,True,False,0.2136,2.0
9808,True,False,0.6007,-0.7
9809,True,False,0.5727,0.5
9810,False,True,0.0,10.2
9811,True,False,0.6763,-0.7
9812,True,True,0.0477,-169.6
9813,True,False,0.2562,-1.5
9814,True,False,0.8555,0.2
9815,True,False,0.6846,0.8
9816,True,False,0.5728,-0.6
9817,True,False,0.7248,0.3
9818,True,True,0.0125,-2.8
9819,True,False,0.2698,0.9
9820,True,False,0.0613,-3.5
9821,False,True,0.0012,-4.5
9822,True,False,0.9344,-0.1
9823,True,False,0.354,1.0
9824,False,True,0.0,-6.3
9825,True,True,0.0146,51.1
9826,True,True,0.0343,4.3
9827,True,False,0.5832,0.7
9828,True,False,0.3487,0.6
9829,True,True,0.017,-5.0
9830,True,False,0.1919,2.1
9831,False,True,0.0082,3.0
9832,True,False,0.5785,-0.9
9833,True,False,0.3143,-1.2
9834,True,False,0.2745,5.9
9835,True,False,0.1161,0.9
9836,True,False,0.3542,-1.5
9837,True,False,0.6433,-0.3
9838,True,False,0.0694,-0.6
9839,True,False,0.9831,-0.0
9840,True,False,0.3954,1.7
9841,True,False,0.1327,-1.0
9842,False,True,0.0004,6.6
9843,True,False,0.2421,-1.8
9844,True,False,0.1748,-1.8
9845,True,False,0.1558,2.7
9846,False,True,0.0001,-6.9
9847,False,True,0.0007,-9.1
9848,True,False,0.4133,0.5
9849,True,False,0.8149,0.3
9850,True,False,0.2896,2.7
9851,True,False,0.4221,2.2
9852,True,True,0.0104,6.4
9853,True,False,0.1963,-0.6
9854,True,False,0.8307,-0.3
9855,True,False,0.1027,-2.0
9856,True,False,0.3656,-1.3
9857,True,False,0.9071,-0.2
9858,True,False,0.6052,-0.5
9859,True,False,0.3944,-6.8
9860,True,False,0.7764,-0.6
9861,True,False,0.9743,0.1
9862,False,True,0.0,9.8
9863,False,True,0.0,-8.7
9864,True,False,0.6444,1.2
9865,True,False,0.7413,-0.3
9866,True,True,0.011,3.2
9867,True,False,0.5621,0.4
9868,False,True,0.0,9.1
9869,True,True,0.0101,3.3
9870,True,False,0.7097,0.5
9871,True,False,0.637,0.4
9872,True,False,0.5967,-1.1
9873,False,True,0.0,-10.6
9874,True,False,0.6971,0.4
9875,False,True,0.0,568.6
9876,True,False,0.8009,0.9
9877,False,True,0.0,312.1
9878,True,False,0.1204,2.0
9879,True,False,0.4667,-0.3
9880,True,False,0.5391,0.5
9881,True,False,0.5212,0.9
9882,True,False,0.3131,-1.4
9883,True,False,0.4687,-0.3
9884,True,False,0.1238,1.3
9885,True,False,0.567,-0.3
9886,True,False,0.5285,-0.5
9887,False,True,0.0,13.8
9888,True,False,0.7676,-0.7
9889,True,False,0.1091,-3.1
