,ci_test_results,z_test_results,z_test_p_values,mean_diff
9890,True,False,0.298,0.8
9891,True,False,0.6822,0.7
9892,True,False,0.9699,-0.1
9893,True,False,0.9155,0.2
9894,True,False,0.7272,-0.3
9895,True,False,0.3413,1.5
9896,True,False,0.2841,-2.3
9897,False,True,0.0005,-4.7
9898,True,False,0.6694,0.6
9899,True,False,0.9295,0.2
9900,True,False,0.0991,3.1
9901,True,False,0.8485,-0.5
9902,True,False,0.5215,0.1
9903,True,False,0.0742,2.2
9904,True,False,0.1073,2.5
9905,True,False,0.7495,0.5
9906,True,False,0.4326,-0.9
9907,True,False,0.0812,3.2
9908,True,False,0.1019,2.8
9909,True,False,0.2712,-1.8
9910,True,False,0.0708,-13.3
9911,False,True,0.001,-7.1
9912,True,False,0.191,-10.1
9913,True,False,0.759,0.2
9914,True,False,0.4227,1.3
9915,True,False,0.8992,-0.3
9916,True,False,0.0953,2.9
9917,False,True,0.0025,3.7
9918,False,True,0.0071,6.0
9919,True,False,0.7434,-0.4
9920,True,True,0.012,-4.9
9921,True,False,0.3566,-0.7
9922,True,False,0.5932,-0.5
9923,True,False,0.1503,-1.3
9924,True,False,0.5939,-1.4
9925,False,True,0.0,-42.2
9926,True,False,0.6301,0.6
9927,True,False,0.5378,-0.7
9928,True,True,0.0357,4.4
9929,True,False,0.9668,-0.0
9930,False,True,0.0,-83.6
9931,True,False,0.5062,0.5
9932,True,False,0.1627,-1.2
9933,True,False,0.921,-0.1
9934,True,False,0.581,-1.0
9935,True,False,0.6218,-0.6
9936,False,True,0.0,-23.6
9937,True,False,0.0784,-5.3
9938,True,False,0.2359,-2.0
9939,True,False,0.4857,-0.9
9940,True,False,0.1745,-1.5
9941,False,True,0.0,-6.6
9942,True,False,0.6951,-2.5
9943,True,False,0.1322,0.8
9944,True,False,0.209,-1.1
9945,False,True,0.0002,-26.3
9946,True,False,0.4417,1.6
9947,True,False,0.9805,0.0
9948,True,False,0.7523,0.4
9949,False,True,0.0,-11.7
9950,True,False,0.594,1.2
9951,False,True,0.0,-46.2
9952,False,True,0.0024,-8.9
9953,True,False,0.8967,0.2
9954,True,False,0.2429,-1.8
9955,False,True,0.0,-24.8
9956,True,False,0.5394,-0.8
9957,True,False,0.3156,-1.5
9958,True,False,0.7839,-0.3
9959,True,False,0.0581,2.3
9960,True,False,0.112,-2.7
9961,False,True,0.0014,-3.7
9962,False,True,0.0268,-2.9
9963,False,True,0.005,2.7
9964,True,False,0.3415,-0.9
9965,True,False,0.6121,-1.2
9966,True,False,0.0581,0.9
9967,True,False,0.9479,-0.1
9968,True,True,0.021,-4.4
9969,True,False,0.6452,1.1
9970,True,False,0.3404,-1.8
9971,True,False,0.8268,0.1
9972,True,False,0.5736,-1.3
9973,True,False,0.455,-0.7
9974,True,False,0.4063,-1.8
9975,True,False,0.9069,-0.5
9976,True,False,0.8578,1.0
9977,True,False,0.4843,0.6
9978,True,False,0.5295,0.9
9979,True,False,0.5056,-0.9
9980,True,False,0.8947,0.1
9981,False,True,0.0,11.7
9982,False,True,0.0283,1.8
9983,False,True,0.0046,8.4
9984,False,True,0.0003,-8.6
9985,True,False,0.2459,1.5
9986,True,False,0.0784,-2.2
9987,True,False,0.147,1.2
9988,True,False,0.8312,0.3
9989,True,False,0.3673,1.4
9990,False,True,0.0,-6.4
9991,True,False,0.8496,0.1
9992,True,True,0.012,-4.1
9993,False,True,0.0,-99.8
9994,True,False,0.407,-0.4
9995,True,False,0.3694,1.3
9996,True,False,0.3902,0.7
9997,True,False,0.1415,-1.4
9998,True,False,0.0907,-2.7
9999,False,True,0.0,-8.0
10000,True,False,0.0509,-13.0
10001,True,False,0.6688,0.2
10002,True,False,0.1227,3.0
10003,True,False,0.8664,-0.2
10004,True,False,0.1484,25.8
10005,True,False,0.873,0.2
10006,True,False,0.6544,0.1
10007,True,False,0.9402,0.2
10008,True,False,0.2406,-1.6
10009,True,False,0.5015,0.8
10010,True,True,0.0122,3.2
10011,True,True,0.0081,-6.1
10012,True,False,0.8658,-0.2
10013,True,False,0.6878,0.5
10014,True,False,0.2642,-0.7
10015,False,True,0.0002,-10.8
10016,True,False,0.1222,2.7
10017,True,False,0.6856,-0.2
10018,False,True,0.0,6.6
10019,True,False,0.9879,-0.0
10020,True,True,0.0393,-5.1
10021,True,False,0.0851,-4.9
10022,True,False,0.8587,-0.1
10023,True,False,0.0981,3.1
10024,False,True,0.0004,8.3
10025,False,True,0.0006,-4.5
10026,False,True,0.0,14.9
10027,True,False,0.1574,-1.2
10028,True,False,0.1177,2.8
10029,True,False,0.5407,1.1
10030,True,False,0.577,0.7
10031,True,False,0.1182,-6.7
10032,True,False,0.8125,0.2
10033,True,False,0.2188,1.4
10034,False,True,0.0,-8.2
10035,True,False,0.0906,4.1
10036,True,False,0.6483,0.2
10037,True,False,0.5015,-3.8
10038,True,False,0.7934,-0.1
10039,True,False,0.9136,-0.1
10040,False,True,0.0,13208.1
10041,False,True,0.0,-28.4
10042,True,False,0.1344,-2.4
10043,True,False,0.7987,4.4
10044,True,False,0.1427,6.8
10045,False,True,0.0,-19.5
10046,False,True,0.0,-4.8
10047,True,False,0.302,-0.4
10048,True,False,0.4038,-1.2
10049,True,False,0.1385,1.3
10050,True,False,0.3866,-10.4
10051,True,False,0.6534,-0.7
10052,True,True,0.0127,-6.0
10053,True,True,0.0125,3.6
10054,False,True,0.0003,-7.3
10055,True,False,0.7396,-0.4
10056,False,True,0.0314,-3.9
10057,True,False,0.8246,-0.6
10058,True,False,0.21,-5.2
10059,True,False,0.83,-0.3
10060,False,True,0.0045,-1.7
10061,True,False,0.819,0.3
10062,False,True,0.0076,-2.6
10063,True,False,0.6788,0.8
10064,True,True,0.0082,10.4
10065,True,False,0.0808,-1.3
10066,True,True,0.0311,2.7
10067,True,True,0.0219,-2.3
10068,True,False,0.182,0.8
10069,True,False,0.357,-1.6
10070,True,False,0.9079,-0.1
10071,True,False,0.0946,1.9
10072,True,False,0.0585,-4.3
10073,True,False,0.585,-0.2
10074,True,False,0.7732,0.1
10075,True,False,0.4659,1.2
10076,False,True,0.0005,55.4
10077,True,False,0.9325,-0.1
10078,True,False,0.9227,-0.5
10079,False,True,0.0027,6.7
10080,True,False,0.2349,7.3
10081,True,False,0.7765,0.2
10082,False,True,0.0,-24.0
10083,True,False,0.8369,-0.1
10084,False,True,0.0,-18.7
10085,True,False,0.4827,-1.0
10086,False,True,0.0001,10.7
10087,False,True,0.0027,-5.1
10088,True,False,0.2095,1.4
10089,True,False,0.7611,-5.9
10090,True,False,0.6615,0.8
10091,True,False,0.7876,0.4
10092,False,True,0.0,-10.9
10093,True,False,0.0811,2.4
10094,False,True,0.0022,-2.3
10095,True,False,0.7489,0.2
10096,False,True,0.0,-3.5
10097,True,False,0.2983,2.2
10098,True,False,0.3705,-1.8
10099,True,False,0.29,2.9
10100,True,False,0.7558,0.5
10101,True,False,0.8127,-0.4
10102,True,False,0.0997,1.4
10103,True,False,0.3028,1.7
10104,True,False,0.9927,0.1
10105,True,False,0.1993,5.2
10106,True,False,0.4432,-1.2
10107,False,True,0.0009,-4.7
10108,True,False,0.6167,1.0
10109,False,True,0.0,-6.4
10110,False,True,0.0,-5.6
10111,True,False,0.378,-1.6
10112,True,False,0.4195,0.8
10113,True,False,0.6707,-0.5
10114,True,False,0.7024,0.8
10115,True,False,0.0939,-2.6
10116,True,False,0.9523,-0.1
10117,True,False,0.4961,-0.3
10118,True,False,0.1353,1.1
10119,False,True,0.0074,-5.0
10120,True,False,0.8731,-0.2
10121,True,False,0.0989,2.1
10122,True,False,0.4877,-0.7
10123,True,False,0.6705,1.1
10124,True,False,0.2972,-22.3
10125,True,False,0.1778,-2.2
10126,True,False,0.0532,1.9
10127,True,False,0.9739,0.0
10128,True,False,0.9102,0.1
10129,True,False,0.7941,0.2
10130,True,False,0.8228,0.2
10131,True,False,0.7228,-0.4
10132,True,True,0.0377,-1.0
10133,True,False,0.6391,0.1
10134,True,False,0.9174,0.1
10135,False,True,0.0,-5.7
10136,False,True,0.0,-6.2
10137,False,True,0.0,9.1
10138,True,False,0.5792,0.5
10139,True,False,0.1302,-20.8
10140,True,False,0.2359,-1.0
10141,True,False,0.592,0.2
10142,True,False,0.6201,0.5
10143,False,True,0.0003,5.2
10144,True,False,0.4367,0.8
10145,True,False,0.5907,0.9
10146,False,True,0.0,-19.1
10147,False,True,0.0,-4.3
10148,True,False,0.6339,0.1
10149,True,False,0.2816,-2.6
10150,False,True,0.0,-25.7
10151,True,False,0.1099,2.2
10152,True,False,0.2344,1.2
10153,True,False,0.3743,-1.1
10154,True,True,0.0321,4.0
10155,True,False,0.471,-1.1
10156,True,False,0.4291,-2.2
10157,False,True,0.0,-25.0
10158,True,False,0.1095,1.9
10159,True,False,0.2677,2.3
10160,True,False,0.1428,-2.4
10161,True,True,0.0395,4.0
10162,True,False,0.4441,-1.6
10163,True,False,0.8724,0.2
10164,True,False,0.2177,-0.3
10165,True,False,0.9212,0.1
10166,False,True,0.0035,-2.8
10167,True,False,0.9258,-0.1
10168,False,True,0.0,-24.0
10169,True,False,0.5395,-0.8
10170,True,False,0.1108,3.5
10171,True,False,0.5918,0.3
10172,True,False,0.6035,7.1
10173,True,False,0.8465,-0.2
10174,True,False,0.2053,-1.5
10175,False,True,0.0,-53.8
10176,True,False,0.9382,1.8
10177,True,False,0.2436,1.3
10178,False,True,0.0,-11.0
10179,True,False,0.5024,-0.5
10180,False,True,0.0029,-2.6
10181,True,False,0.1314,2.3
10182,True,False,0.5937,-0.9
10183,True,False,0.356,1.6
10184,False,True,0.0,15.1
10185,True,False,0.9177,0.1
10186,True,False,0.1035,2.4
10187,True,False,0.8199,0.3
10188,False,True,0.0,-17.8
10189,False,True,0.0,-12.4
10190,True,False,0.4796,-0.8
10191,True,False,0.2792,-1.5
10192,True,False,0.2984,1.5
10193,False,True,0.0054,-3.1
10194,False,True,0.0009,-10.4
10195,True,False,0.0701,2.8
10196,True,False,0.2516,2.8
10197,True,False,0.4293,1.2
10198,True,False,0.7423,0.4
10199,True,False,0.8904,-0.2
10200,True,False,0.6161,0.6
10201,True,False,0.5048,1.2
10202,False,True,0.0046,-4.9
10203,False,True,0.0,-41.0
10204,True,False,0.066,-1.3
10205,True,False,0.1039,1.9
10206,True,False,0.7277,-0.3
10207,True,False,0.0596,3.3
10208,True,False,0.1655,-1.8
10209,False,True,0.0,2172.7
10210,True,False,0.067,-2.2
10211,False,True,0.0,13.8
10212,True,False,0.1761,1.2
10213,False,True,0.0009,-5.1
10214,True,False,0.9182,-0.2
10215,True,False,0.3638,1.6
10216,True,False,0.588,0.9
10217,True,False,0.2249,1.5
10218,True,False,0.8991,-0.3
10219,True,False,0.7712,-0.2
10220,False,True,0.0016,-4.6
10221,True,False,0.0686,6.0
10222,True,False,0.5138,-0.8
10223,True,False,0.1865,-2.7
10224,False,True,0.0,1.5
10225,True,True,0.0261,1.9
10226,True,False,0.2087,-0.8
10227,False,True,0.0002,5.0
10228,False,True,0.0,-18.6
10229,False,True,0.0,8.3
10230,True,False,0.271,-5.0
10231,True,False,0.9629,0.0
10232,True,False,0.9609,-0.0
10233,True,False,0.2783,2.2
10234,False,True,0.0003,-5.6
10235,True,False,0.6701,-0.3
10236,True,False,0.2282,1.0
10237,True,False,0.5037,1.2
10238,False,True,0.0002,-4.8
10239,True,False,0.4007,-0.2
10240,False,True,0.0,-14.9
10241,True,False,0.9596,0.1
10242,True,False,0.2271,2.5
10243,False,True,0.0,-137.6
10244,True,False,0.3367,3.1
10245,True,False,0.2642,-1.3
10246,False,True,0.0,-9.7
10247,False,True,0.0,9.4
10248,True,False,0.5598,-0.5
10249,True,False,0.0622,2.3
10250,True,False,0.8435,0.3
10251,True,False,0.5302,-0.8
10252,True,False,0.9452,-0.1
10253,True,False,0.1796,-23.9
10254,True,True,0.0292,-1.3
10255,True,False,0.1698,1.4
10256,True,True,0.0124,-5.0
10257,True,False,0.0704,-1.0
10258,True,False,0.4708,1.6
10259,True,False,0.8707,0.1
10260,True,False,0.5521,1.1
10261,True,False,0.3661,-1.0
10262,True,False,0.6171,0.8
10263,True,True,0.0067,26.1
10264,True,False,0.3621,-1.3
10265,False,True,0.0001,-8.5
10266,False,True,0.0013,-21.8
10267,True,False,0.8288,0.3
10268,True,False,0.2663,-0.9
10269,True,False,0.3656,-0.9
10270,True,False,0.8447,-0.2
10271,True,False,0.0771,-3.2
10272,False,True,0.0006,7.0
10273,True,False,0.9941,-0.0
10274,True,False,0.4755,0.9
10275,True,False,0.6771,-0.5
10276,False,True,0.0,-24.1
10277,True,False,0.9531,-0.1
10278,True,False,0.1181,1.4
10279,True,False,0.8636,0.2
10280,False,True,0.0,10.0
10281,True,False,0.3221,2.3
10282,True,False,0.5655,1.1
10283,False,True,0.0,-98.2
10284,True,False,0.1725,1.9
10285,True,False,0.7849,0.4
10286,True,True,0.0375,-1.6
10287,True,False,0.5116,-0.9
10288,True,False,0.2984,-29.3
10289,True,False,0.3273,-1.8
10290,True,False,0.9969,-0.0
10291,True,False,0.813,0.1
10292,True,False,0.4371,1.6
10293,True,False,0.5737,0.2
10294,False,True,0.0,-8.9
10295,True,False,0.9947,0.0
10296,True,False,0.2541,2.1
10297,False,True,0.0,-7.2
10298,True,False,0.7959,-0.3
10299,True,False,0.7555,-0.4
10300,True,False,0.0847,-20.9
10301,False,True,0.0001,26.0
10302,True,False,0.4017,0.7
10303,True,False,0.7496,-0.2
10304,True,False,0.4776,0.2
10305,True,True,0.0488,-3.3
10306,True,False,0.8849,0.1
10307,False,True,0.0,-27.5
10308,True,False,0.1026,4.1
10309,True,False,0.622,1.1
10310,True,False,0.0684,4.0
10311,True,False,0.2643,1.1
10312,True,True,0.0372,-3.1
10313,True,True,0.0364,1.5
10314,True,False,0.1224,3.0
10315,True,False,0.4057,-3.5
10316,True,True,0.0465,-9.7
10317,True,True,0.043,-6.3
10318,True,False,0.7686,0.3
10319,False,True,0.0,209.6
10320,True,False,0.704,-0.5
10321,False,True,0.0006,-17.7
10322,False,True,0.0,-5.6
10323,True,False,0.4439,1.7
10324,True,False,0.886,0.2
10325,True,False,0.2242,-0.6
10326,True,False,0.0905,-2.5
10327,False,True,0.0042,-1.0
10328,True,False,0.0569,-6.7
10329,True,False,0.6667,-0.3
10330,True,True,0.044,-0.4
10331,True,False,0.1105,0.9
10332,True,False,0.9227,0.1
10333,False,True,0.0,-10.4
10334,True,False,0.4982,0.7
10335,True,False,0.0548,-4.4
10336,True,False,0.3527,1.3
10337,True,False,0.6518,-0.9
10338,False,True,0.0002,-10.5
10339,True,False,0.7721,0.4
10340,True,False,0.1313,-1.0
10341,True,False,0.3036,1.3
10342,True,False,0.3861,-0.3
10343,False,True,0.0075,3.3
10344,True,False,0.0823,4.1
10345,True,False,0.0927,-1.8
10346,True,False,0.4574,-0.4
10347,True,True,0.0156,-1.4
10348,True,False,0.1498,1.4
10349,True,False,0.5414,1.6
10350,True,False,0.8916,0.4
10351,False,True,0.0,14.5
10352,True,False,0.9468,-0.0
10353,True,False,0.701,-0.3
10354,False,True,0.0,-13.0
10355,True,False,0.6252,-0.3
10356,False,True,0.0044,-3.5
10357,False,True,0.0007,-5.2
10358,False,True,0.0,-3.2
10359,False,True,0.0,-4.0
10360,True,False,0.0595,-5.7
10361,False,True,0.0,-23.6
10362,True,False,0.0961,-1.2
10363,False,True,0.0,-25.8
10364,False,True,0.0,-167.0
10365,True,False,0.3313,1.2
10366,True,False,0.7343,-0.3
10367,True,False,0.0931,-1.6
10368,True,True,0.0083,2.9
10369,True,False,0.3071,-1.1
10370,True,False,0.0892,-1.2
10371,True,False,0.4485,0.9
10372,True,False,0.1957,6.2
10373,True,False,0.1645,3.2
10374,True,False,0.2186,-1.0
10375,True,False,0.1068,2.6
10376,True,False,0.0597,-0.7
10377,True,False,0.2329,2.0
10378,True,False,0.2838,-1.8
10379,True,False,0.0706,-1.5
10380,False,True,0.0,-6.4
10381,True,False,0.2126,-1.3
10382,True,False,0.0577,1.5
10383,False,True,0.0,-38.8
10384,True,False,0.1562,1.9
10385,False,True,0.0008,7.1
10386,False,True,0.0051,-6.2
10387,True,False,0.2605,0.6
10388,False,True,0.0001,-4.3
10389,False,True,0.0,13.0
10390,True,False,0.0719,2.1
10391,False,True,0.0,-10.4
10392,True,False,0.3808,0.9
10393,True,False,0.8326,-0.1
10394,True,False,0.7724,0.7
10395,True,True,0.0088,-3.9
10396,False,True,0.0,-37.2
10397,True,False,0.8976,0.1
10398,True,False,0.9157,0.1
10399,True,False,0.2794,-16.2
10400,True,False,0.1395,-0.8
10401,True,False,0.5968,2.3
10402,True,False,0.2237,-17.7
10403,True,False,0.5552,0.7
10404,False,True,0.0,-116.1
10405,True,False,0.2745,-0.1
10406,True,False,0.2631,0.5
10407,True,False,0.7992,0.6
10408,True,False,0.1661,1.1
10409,False,True,0.0,-10.6
10410,True,True,0.0357,-3.6
10411,True,False,0.985,-0.0
10412,True,False,0.2797,1.7
10413,True,False,0.8435,0.2
10414,True,False,0.8174,-0.7
10415,True,False,0.6287,-0.8
10416,False,True,0.0054,-6.6
10417,True,False,0.3598,0.8
10418,False,True,0.012,-3.1
10419,True,False,0.6241,-1.9
10420,False,True,0.0,-8.8
10421,False,True,0.0,382.1
10422,True,False,0.8696,-0.2
10423,True,False,0.0785,1.0
10424,True,False,0.4032,1.1
10425,False,True,0.0017,-11.2
10426,True,False,0.9855,0.0
10427,True,False,0.5446,0.6
10428,True,False,0.3755,2.5
10429,True,False,0.9787,-0.0
10430,True,False,0.0751,1.5
10431,False,True,0.0,-119.5
10432,True,False,0.0519,-1.8
10433,True,False,0.1397,-1.6
10434,True,False,0.0759,2.6
10435,True,False,0.9615,0.2
10436,True,False,0.8185,3.2
10437,True,False,0.4784,0.7
10438,True,False,0.2618,-1.5
10439,True,False,0.8606,-0.1
10440,True,False,0.1247,1.4
10441,True,False,0.2664,1.0
10442,True,False,0.2045,2.6
10443,False,True,0.0007,3.9
10444,True,False,0.8621,-0.4
10445,True,False,0.1796,5.0
10446,True,False,0.2925,-1.3
10447,False,True,0.0,-47.1
10448,True,False,0.0968,3.3
10449,True,False,0.47,-2.6
10450,True,False,0.0578,1.1
10451,True,False,0.7454,0.5
10452,True,False,0.2297,-1.1
10453,True,False,0.7792,0.5
10454,True,True,0.0065,-9.6
10455,True,False,0.7449,0.2
10456,True,False,0.8239,0.1
10457,True,False,0.9621,-0.1
10458,True,False,0.5484,-0.8
10459,True,False,0.9877,0.0
10460,True,False,0.0932,0.5
10461,True,False,0.1361,-1.2
10462,True,True,0.0363,-2.7
10463,True,False,0.1051,2.6
10464,True,False,0.6943,-0.5
10465,True,False,0.4809,0.8
10466,True,False,0.6878,0.3
10467,True,False,0.7538,-0.5
10468,True,False,0.6032,1.5
10469,False,True,0.0039,-7.6
10470,True,False,0.7008,0.2
10471,True,False,0.695,-0.4
10472,True,False,0.9009,0.2
10473,True,False,0.12,-0.8
10474,True,False,0.4922,-6.2
10475,True,False,0.8069,-0.1
10476,True,False,0.4513,0.5
10477,True,False,0.1246,1.3
10478,True,False,0.2795,-1.8
10479,True,False,0.6805,0.9
10480,True,False,0.4135,1.2
10481,True,False,0.6673,-0.8
10482,True,True,0.012,3.0
10483,True,False,0.0575,-2.1
10484,True,False,0.1189,-17.4
10485,False,True,0.0006,-9.7
10486,True,False,0.9178,0.2
10487,True,False,0.1913,-3.6
10488,True,False,0.2785,1.1
10489,True,False,0.4575,-1.0
10490,True,False,0.2487,-5.7
10491,True,False,0.1947,2.4
10492,True,True,0.0083,-9.4
10493,True,False,0.4002,0.8
10494,True,False,0.7273,-0.6
10495,True,False,0.1011,1.6
10496,True,False,0.6095,-0.2
10497,True,False,0.092,-4.8
10498,False,True,0.0,-27.0
10499,True,False,0.5349,-1.4
10500,False,True,0.0051,-7.9
10501,True,False,0.1273,-3.2
10502,True,False,0.2409,-2.0
10503,False,True,0.0053,4.9
10504,True,False,0.9254,0.1
10505,True,True,0.0317,-1.9
10506,False,True,0.0005,-15.8
10507,False,True,0.0,28.1
10508,True,False,0.4172,-0.6
10509,True,False,0.7204,1.9
10510,True,False,0.7767,0.8
10511,True,False,0.2353,-5.8
10512,True,True,0.0291,-1.6
10513,True,False,0.728,-0.3
10514,True,False,0.1214,1.8
10515,False,True,0.0,-3.2
10516,True,False,0.5433,0.9
10517,True,False,0.3615,0.7
10518,True,False,0.0743,-2.4
10519,True,False,0.918,0.6
10520,False,True,0.0,-13.1
10521,True,False,0.5454,0.9
10522,True,False,0.6082,-0.8
10523,True,False,0.5099,-0.7
10524,True,False,0.1794,2.6
10525,True,False,0.1152,-2.1
10526,True,False,0.5513,1.2
10527,True,False,0.7056,-0.7
10528,True,False,0.592,-0.5
10529,True,False,0.6284,0.4
10530,True,False,0.0651,-4.1
10531,True,False,0.7023,0.9
10532,False,True,0.0018,-9.5
10533,True,False,0.267,1.7
10534,True,False,0.5859,-0.9
10535,True,False,0.4958,-1.1
10536,False,True,0.0045,-3.4
10537,True,False,0.1818,-1.5
10538,True,False,0.9027,-0.1
10539,False,True,0.0001,-2.8
10540,True,True,0.045,-2.8
10541,True,False,0.1885,1.5
10542,True,False,0.5074,11.1
10543,True,False,0.871,-1.2
10544,True,False,0.8677,-1.2
10545,True,False,0.3198,1.8
10546,True,True,0.0239,-2.4
10547,True,True,0.0071,-6.8
10548,True,False,0.3143,3.7
10549,True,False,0.1158,-1.3
10550,True,False,0.5915,-0.6
10551,True,False,0.74,-14.0
10552,True,False,0.2125,-1.8
10553,True,False,0.7385,-0.5
10554,True,True,0.0208,-2.1
10555,True,False,0.8298,0.3
10556,True,False,0.5856,-1.3
10557,True,False,0.7037,0.4
10558,True,False,0.8119,0.3
10559,True,False,0.8993,-0.2
10560,True,False,0.0816,-2.3
10561,True,False,0.8901,-0.3
10562,True,True,0.0448,3.6
10563,True,False,0.1079,0.7
10564,True,False,0.1493,1.0
10565,False,True,0.0001,-4.9
10566,True,False,0.1253,0.2
10567,False,True,0.0,55.1
10568,True,False,0.4852,0.8
10569,True,False,0.1568,-3.0
10570,True,False,0.6323,0.7
10571,True,False,0.7402,-0.7
10572,True,False,0.2421,75.4
10573,True,False,0.1363,1.5
10574,True,False,0.7495,0.6
10575,True,False,0.3595,-0.7
10576,False,True,0.0,-79.3
10577,True,False,0.1777,-0.6
10578,True,False,0.2405,1.2
10579,True,False,0.3983,1.5
10580,True,True,0.0213,-1.4
10581,True,True,0.0268,38.9
10582,True,False,0.8387,-0.2
10583,True,True,0.0107,3.4
10584,False,True,0.0,-6.9
10585,True,False,0.4113,-9.7
10586,False,True,0.0,14.1
10587,True,False,0.0841,1.5
10588,True,False,0.6072,0.5
10589,True,False,0.3442,-1.6
10590,True,False,0.1986,2.1
10591,True,False,0.4742,-1.0
10592,True,False,0.945,-0.1
10593,True,False,0.8291,0.9
10594,True,False,0.5268,0.6
10595,True,False,0.0708,-4.1
10596,False,True,0.0015,-6.3
10597,True,True,0.0378,-7.8
10598,True,False,0.1715,8.6
10599,True,False,0.1386,1.9
10600,True,False,0.5527,-0.7
10601,True,False,0.974,-0.0
10602,False,True,0.0,-8.2
10603,True,False,0.7303,-0.2
10604,True,False,0.1803,-1.7
10605,False,True,0.0,-9.9
10606,False,True,0.0,7.9
10607,True,False,0.7638,0.3
10608,False,True,0.0,12.2
10609,False,True,0.0,-4.5
10610,True,False,0.1533,-3.2
10611,True,False,0.1193,-2.5
10612,True,False,0.4682,-0.7
10613,True,False,0.995,-0.0
10614,True,False,0.4569,3.0
10615,True,False,0.962,0.1
10616,True,False,0.6447,0.3
10617,True,False,0.7635,0.2
10618,True,False,0.6688,-0.4
10619,True,False,0.324,1.6
10620,True,False,0.6004,0.4
10621,False,True,0.0,-4.9
10622,True,False,0.7227,-0.3
10623,True,False,0.2064,-0.3
10624,True,False,0.2132,0.8
10625,True,False,0.7747,0.1
10626,False,True,0.0017,3.6
10627,True,False,0.2269,1.3
10628,False,True,0.0,-23.2
10629,True,False,0.1091,1.5
10630,True,False,0.0614,-34.5
10631,True,False,0.8372,-0.3
10632,True,False,0.6144,2.7
10633,True,True,0.0405,-3.0
10634,True,False,0.6425,-0.2
10635,True,False,0.1244,2.7
10636,True,False,0.1183,3.0
10637,True,False,0.9832,-0.0
10638,True,False,0.3226,-0.7
10639,False,True,0.0,-28.1
10640,True,False,0.6047,0.7
10641,True,False,0.152,1.7
10642,True,False,0.2393,3.2
10643,True,False,0.4216,3.7
10644,True,False,0.2914,2.0
10645,True,False,0.7462,0.5
10646,True,False,0.9052,-0.2
10647,True,False,0.9813,0.1
10648,False,True,0.0,328.3
10649,True,False,0.1831,2.4
10650,True,False,0.1177,-1.9
10651,False,True,0.0002,-4.2
10652,True,False,0.141,-1.5
10653,True,False,0.8504,0.6
10654,False,True,0.0,-27.7
10655,True,False,0.6907,0.2
10656,True,False,0.1243,1.9
10657,True,False,0.3798,1.7
10658,True,False,0.6675,0.4
10659,False,True,0.0,-4.2
10660,True,False,0.0562,-1.7
10661,False,True,0.0,-6.8
10662,True,False,0.9544,0.0
10663,True,False,0.675,0.8
10664,True,False,0.1397,3.7
10665,False,True,0.0,-27.4
10666,True,True,0.0357,1.8
10667,True,False,0.4451,0.9
10668,True,False,0.3953,-9.4
